page_url,page_slug,link_text,pdf_url,file_id,subject,page_type,resource_type,chapter_name,notes
https://www.pucnotes-solutions.com/1stpuctextbookdownload,1stpuctextbookdownload,Chemistry part1,https://pue.karnataka.gov.in/storage/pdf-files/5tbn.pdf,,,resource_page,textbook,,
https://www.pucnotes-solutions.com/1stpuctextbookdownload,1stpuctextbookdownload,Chemistry part2,https://pue.karnataka.gov.in/storage/pdf-files/6tbn.pdf,,,resource_page,textbook,,
https://www.pucnotes-solutions.com/1stpuctextbookdownload,1stpuctextbookdownload,Mathematics,https://pue.karnataka.gov.in/storage/pdf-files/11tbn.pdf,,,resource_page,textbook,,
https://www.pucnotes-solutions.com/1stpuctextbookdownload,1stpuctextbookdownload,Biology,https://pue.karnataka.gov.in/storage/pdf-files/2tbn.pdf,,,resource_page,textbook,,
https://www.pucnotes-solutions.com/1stpuctextbookdownload,1stpuctextbookdownload,Computer Science,https://drive.google.com/file/d/1fRA1ctikP9Rjhwgmu2A3cUQSF8BljN18/view?usp=drivesdk,1fRA1ctikP9Rjhwgmu2A3cUQSF8BljN18,,resource_page,textbook,,
https://www.pucnotes-solutions.com/1stpuctextbookdownload,1stpuctextbookdownload,Accountancy part1,https://drive.google.com/file/d/1K8DFV6W6voW-tb3ZvGOmPi8qBEvWAdvU/view,1K8DFV6W6voW-tb3ZvGOmPi8qBEvWAdvU,,resource_page,textbook,,
https://www.pucnotes-solutions.com/1stpuctextbookdownload,1stpuctextbookdownload,Accountancy part1,https://drive.google.com/file/d/1jcx-R8jp1mt9PpdgmkguI0ZIlfsd91Xp/view,1jcx-R8jp1mt9PpdgmkguI0ZIlfsd91Xp,,resource_page,textbook,,
https://www.pucnotes-solutions.com/1stpuctextbookdownload,1stpuctextbookdownload,Business studies,https://pue.karnataka.gov.in/storage/pdf-files/3tbn.pdf,,,resource_page,textbook,,
https://www.pucnotes-solutions.com/1stpuctextbookdownload,1stpuctextbookdownload,Economics part1,https://pue.karnataka.gov.in/storage/pdf-files/8tbn.pdf,,,resource_page,textbook,,
https://www.pucnotes-solutions.com/1stpuctextbookdownload,1stpuctextbookdownload,Economics part2,https://pue.karnataka.gov.in/storage/pdf-files/17l.pdf,,,resource_page,textbook,,
https://www.pucnotes-solutions.com/1stpuctextbookdownload,1stpuctextbookdownload,Statistics,https://pue.karnataka.gov.in/storage/pdf-files/18tbn.pdf,,,resource_page,textbook,,
https://www.pucnotes-solutions.com/1stpuctextbookdownload,1stpuctextbookdownload,Computer science,https://drive.google.com/file/d/1fRA1ctikP9Rjhwgmu2A3cUQSF8BljN18/view?usp=drivesdk,1fRA1ctikP9Rjhwgmu2A3cUQSF8BljN18,,resource_page,textbook,,
https://www.pucnotes-solutions.com/1stpuctextbookdownload,1stpuctextbookdownload,English,https://drive.google.com/file/d/0B5WLdFVMntmtVGF2dTNLU1hmb0U/view,0B5WLdFVMntmtVGF2dTNLU1hmb0U,,resource_page,textbook,,
https://www.pucnotes-solutions.com/1stpuctextbookdownload,1stpuctextbookdownload,Hindi,https://pue.karnataka.gov.in/storage/pdf-files/7tbn.pdf,,,resource_page,textbook,,
https://www.pucnotes-solutions.com/1stpuctextbookdownload,1stpuctextbookdownload,Kannada,https://pue.karnataka.gov.in/storage/pdf-files/9tbn.pdf,,,resource_page,textbook,,
https://www.pucnotes-solutions.com/kcet-pattern,kcet-pattern,Physics,https://drive.google.com/file/d/1-crCWAnMBDSU-_aSdmoiq6o7xKM-fDcM/view?usp=sharing,1-crCWAnMBDSU-_aSdmoiq6o7xKM-fDcM,,resource_page,unknown,,
https://www.pucnotes-solutions.com/kcet-pattern,kcet-pattern,Chemistry,https://drive.google.com/file/d/1-hUNR6QLL52q9tcsm2wSVmPrm2AYT_1d/view?usp=sharing,1-hUNR6QLL52q9tcsm2wSVmPrm2AYT_1d,,resource_page,unknown,,
https://www.pucnotes-solutions.com/kcet-pattern,kcet-pattern,Mathematics,https://drive.google.com/file/d/1-hus_yINKBrdFb8AJ3s552WeRytsRLJ9/view?usp=sharing,1-hus_yINKBrdFb8AJ3s552WeRytsRLJ9,,resource_page,unknown,,
https://www.pucnotes-solutions.com/1st-puc-mathematics,1st-puc-mathematics,Model Paper-1,https://drive.google.com/file/d/1hwEEXOX271hj1uYvxPZAAAlCB07dLBIa/view?usp=sharing,1hwEEXOX271hj1uYvxPZAAAlCB07dLBIa,Mathematics,resource_page,model_paper,,
https://www.pucnotes-solutions.com/1st-puc-mathematics,1st-puc-mathematics,Model Paper-4,https://drive.google.com/file/d/1qNzzjI7zXe8mcYRnoNsSVuOcNB1vWvhw/view?usp=sharing,1qNzzjI7zXe8mcYRnoNsSVuOcNB1vWvhw,Mathematics,resource_page,model_paper,,
https://www.pucnotes-solutions.com/1st-puc-mathematics,1st-puc-mathematics,Model Paper-7,https://drive.google.com/file/d/16UguEQaohGfVhbV3p-RPYo-ATR0CinmC/view?usp=sharing,16UguEQaohGfVhbV3p-RPYo-ATR0CinmC,Mathematics,resource_page,model_paper,,
https://www.pucnotes-solutions.com/1st-puc-mathematics,1st-puc-mathematics,Model Paper-2,https://drive.google.com/file/d/1MESNviThfGKscWDN1HUPRwzkE8xe-uqi/view?usp=sharing,1MESNviThfGKscWDN1HUPRwzkE8xe-uqi,Mathematics,resource_page,model_paper,,
https://www.pucnotes-solutions.com/1st-puc-mathematics,1st-puc-mathematics,Model Paper-5,https://drive.google.com/file/d/1Kf44yBETBg_QKK0kFmXjYx6kdaOU3PQt/view?usp=sharing,1Kf44yBETBg_QKK0kFmXjYx6kdaOU3PQt,Mathematics,resource_page,model_paper,,
https://www.pucnotes-solutions.com/1st-puc-mathematics,1st-puc-mathematics,Model Paper-8,https://drive.google.com/file/d/1sWM1SVvSDhOiTLf_aLyCA1Lzzch0lRc4/view?usp=sharing,1sWM1SVvSDhOiTLf_aLyCA1Lzzch0lRc4,Mathematics,resource_page,model_paper,,
https://www.pucnotes-solutions.com/1st-puc-mathematics,1st-puc-mathematics,Model Paper-3,https://drive.google.com/file/d/1rAzaiPSx9TeJmu6GgUPu2c7Jxn5J_0pb/view?usp=sharing,1rAzaiPSx9TeJmu6GgUPu2c7Jxn5J_0pb,Mathematics,resource_page,model_paper,,
https://www.pucnotes-solutions.com/1st-puc-mathematics,1st-puc-mathematics,Model Paper-6,https://drive.google.com/file/d/1aQnl7Fm5q_QN1J_dlOj2ZBaYa2FLrlfA/view?usp=sharing,1aQnl7Fm5q_QN1J_dlOj2ZBaYa2FLrlfA,Mathematics,resource_page,model_paper,,
https://www.pucnotes-solutions.com/1st-puc-mathematics,1st-puc-mathematics,Model Paper-9,https://drive.google.com/file/d/1rahG8hN3XVGB9onL4khxBNhUQuSkMwiQ/view?usp=sharing,1rahG8hN3XVGB9onL4khxBNhUQuSkMwiQ,Mathematics,resource_page,model_paper,,
https://www.pucnotes-solutions.com/1st-puc-mathematics,1st-puc-mathematics,Model Paper-10,https://drive.google.com/file/d/1DOxADiFm5VLwhR7MXVZ_-6VpPojToTfh/view?usp=sharing,1DOxADiFm5VLwhR7MXVZ_-6VpPojToTfh,Mathematics,resource_page,model_paper,,
